Subsistence Project Year,Section Sort,Section,District,Tributary Sort,Tributary,Community Sort,Community,Harvest,Year Comment,Community Year Comment,Harvest Comment
2019,2,Lower Yukon,District 2,5,,9,St. Mary's,2735,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 3,5,,12,Russian Mission,1561,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 3,5,,13,Holy Cross,1483,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,2,Lower Yukon,District 3,5,,14,Shageluk,262,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,655,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1446,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,1225,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,2396,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,1088,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,2895,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,1036,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,871,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,134,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,3408,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,446,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary total of fished permits as of 02/26/20 .,Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,1413,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,4563,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,694,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates total as of 02/26/20 .,Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,790,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates total as of 02/26/20 . Did not include 2 household(s) that fished more than one permit.,Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,2479,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,"Preliminary estimates total as of 02/26/20 . FNSB included Ester, Fairbanks, North Pole, Salcha and Two Rivers residents. Did not include 1 household(s) that fished more than one permit.",Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,944,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,"Preliminary estimates total as of 02/26/20 . Included Anchorage, Auke Bay, Chalkyitsik, Eagle River, Manley Hot Springs, Minto, Palmer, Tanana, Tok, Venetie, Wasilla and Wiseman residents that fished in a permit area of District 5. Did not include 1 house",Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,678,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates as of 02/26/20 .,Preliminary data as of 02/26/20.
2019,3,Upper Yukon,District 6,5,,32,Manley,94,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates total as of 02/26/20 .,Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 6,5,,33,Minto,31,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates total as of 02/26/20 .,Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 6,5,,34,Nenana/Healy,404,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,Preliminary estimates total as of 02/26/20 .,Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,59,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,"Preliminary estimates total as of 02/26/20 . FNSB included Ester, Fairbanks, North Pole, Salcha and Two Rivers residents.",Preliminary permit total as of 02/26/20.
2019,3,Upper Yukon,District 6,5,,36,District 6 Other,9,Preliminary data. Restrictions during summer season to conserve Chinook salmon.,"Preliminary estimates total as of 02/26/20 . Included Clear, Delta Junction, Tok and Wasilla residents that fished in District 6. Did not include 1 household(s) that fished more than one permit.",Preliminary permit total as of 02/26/20.
2020,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,436,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,935,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 1,5,,3,Nunam Iqua,381,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 1,5,,4,Alakanuk,1394,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 1,5,,5,Emmonak,1033,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 1,5,,6,Kotlik,912,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 2,5,,10,Pilot Station,1034,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 2,5,,11,Marshall,938,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 2,5,,7,Mountain Village,1025,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 2,5,,8,Pitkas Point,249,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 2,5,,9,St. Mary's,1480,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 3,5,,12,Russian Mission,432,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 3,5,,13,Holy Cross,192,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,2,Lower Yukon,District 3,5,,14,Shageluk,90,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,246,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,264,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,577,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,1604,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,268,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,695,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,562,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,186,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,176,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,1956,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,507,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary total of fished permits as of 11/17/2021 .,Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,304,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,752,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,175,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 11/17/2021 .,Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,280,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 11/17/2021 .,Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,1623,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 11/17/2021 . FNSB included Ester, Fairbanks, North Pole, Salcha and Two Rivers residents. Did not include 4 household(s) that fished more than one permit.",Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,368,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 11/17/2021 . Included Anchorage, Manley Hot Springs, Minto, Northway, Palmer, Tanana, Tok, Venetie, Wasilla and Wiseman residents that fished in a permit area of District 5. Did not include 2 household(s) that fished more than one permit.",Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,32,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 11/17/2021 .,Preliminary data as of 11/17/2021.
2020,3,Upper Yukon,District 6,5,,32,Manley,33,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 11/17/2021 .,Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 6,5,,33,Minto,5,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 11/17/2021 .,Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 6,5,,34,Nenana/Healy,230,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 11/17/2021 . Did not include 1 household(s) that fished more than one permit.,Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,140,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 11/17/2021 . FNSB included Ester, Fairbanks, North Pole, Salcha and Two Rivers residents. Did not include 1 household(s) that fished more than one permit.",Preliminary permit total as of 11/17/2021.
2020,3,Upper Yukon,District 6,5,,36,District 6 Other,17,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 11/17/2021 . Included Anchorage, Anderson, Delta Junction, Lake Minchumina and Tok residents that fished in District 6. Did not include 1 household(s) that fished more than one permit.",Preliminary permit total as of 11/17/2021.
2021,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,13,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,18,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 1,5,,3,Nunam Iqua,78,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 43 Chinook, 3 SChm, 0 FChm, 0 Coho, 0 Pink .",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 1,5,,4,Alakanuk,229,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 87 Chinook, 10 SChm, 15 FChm, 1 Coho, 0 Pink .",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 1,5,,5,Emmonak,346,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 280 Chinook, 154 SChm, 117 FChm, 13 Coho, 0 Pink .",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 1,5,,6,Kotlik,78,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 26 Chinook, 3 SChm, 0 FChm, 0 Coho, 0 Pink .",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 2,5,,10,Pilot Station,321,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 293 Chinook, 314 SChm, 289 FChm, 74 Coho, 0 Pink , 6 sockeye.",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 2,5,,11,Marshall,9,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 8 Chinook, 7 SChm, 0 FChm, 0 Coho, 0 Pink .",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 2,5,,7,Mountain Village,152,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 43 Chinook, 8 SChm, 137 FChm, 37 Coho, 1 Pink , 40 chinook,8 sc from LYTF.",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 2,5,,8,Pitkas Point,13,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 2,5,,9,St. Mary's,220,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 30 Chinook, 5 SChm, 0 FChm, 0 Coho, 0 Pink .",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 3,5,,12,Russian Mission,24,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 3,5,,13,Holy Cross,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates as of 12/15/2021 . Included test fish donations: 9 Chinook, 4 SChm, 0 FChm, 0 Coho, 0 Pink .",Preliminary data as of 12/15/2021.
2021,2,Lower Yukon,District 3,5,,14,Shageluk,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021 .
2021,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,2,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021 .
2021,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,21,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary total of fished permits as of 12/15/2021 . Did not include 1 household(s) that fished more than one permit.,Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,13,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021 .
2021,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,5,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 12/15/2021 . Circle/Central combined with Other District 5; low number of fished permits combined to preserve confidentiality.,Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,38,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 12/15/2021 .,Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,315,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 12/15/2021 . FNSB included Fairbanks, North Pole, Salcha and Two Rivers residents.",Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,27,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 12/15/2021 . Included Douglas, Eagle River, Manley Hot Springs, Tok and Wasilla residents that fished in a permit area of District 5. Did not include 1 household(s) that fished more than one permit. Circle/Central combined with Other District 5; low number of fished permits combined to preserve confidentiality.",Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates as of 12/15/2021 .,Preliminary data as of 12/15/2021.
2021,3,Upper Yukon,District 6,5,,32,Manley,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 12/15/2021 . Manley combined with Other District 6; low number of fished permits combined to preserve confidentiality.,Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 6,5,,33,Minto,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,Preliminary estimates total as of 12/15/2021 . No permits were reported fished in this community.,Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 6,5,,34,Nenana/Healy,6,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 12/15/2021 . Included test fish donations: 6 Chinook, 4 SChm, 0 FChm, 0 Coho, 0 Pink .",Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 12/15/2021 . FNSB included Fairbanks, North Pole, Salcha and Two Rivers residents.  FNSB combined with Other District 6; low number of fished permits combined to preserve confidentiality.",Preliminary permit total as of 12/15/2021.
2021,3,Upper Yukon,District 6,5,,36,District 6 Other,1,Preliminary data. Restrictions during summer season to conserve Chinook salmon. Fall chum and coho salmon subsistence harvests were restricted.,"Preliminary estimates total as of 12/15/2021 . FNSB included Fairbanks, North Pole, Salcha and Two Rivers residents.  Included Anchorage, Tok and Wasilla residents that fished in District 6.  FNSB combined with Other District 6; low number of fished permits combined to preserve confidentiality. Manley combined with Other District 6; low number of fished permits combined to preserve confidentiality.",Preliminary permit total as of 12/15/2021.
